,Index_ID,Animal_ID,Found_Location,Found_Location_count,State,City,Address
101351,19055,A798445,1807 West Slaughter Lane in Austin (TX),7,(TX),Austin,1807 West Slaughter Lane in
101352,11744,A798446,12109 Buzz Schneider Lane in Austin (TX),7,(TX),Austin,12109 Buzz Schneider Lane in
101356,27164,A798450,8115 Altoga Drive in Austin (TX),6,(TX),Austin,8115 Altoga Drive in
101360,124866,A798454,5600 Gerard Drive in Austin (TX),6,(TX),Austin,5600 Gerard Drive in
101375,135832,A798471,8000 E Us 290 in Austin (TX),7,(TX),Austin,8000 E Us 290 in
101383,62773,A798480,10107 Faylin Dr in Austin (TX),6,(TX),Austin,10107 Faylin Dr in
101389,134991,A798484,10821 Blue Bluff Road in Manor (TX),7,(TX),Manor,10821 Blue Bluff Road in
101390,4278,A798485,4404 Brandt Road in Austin (TX),6,(TX),Austin,4404 Brandt Road in
101394,67520,A798493,17500  Glass Road in Manor (TX),7,(TX),Manor,17500 Glass Road in
101396,82664,A798495,800 Arrow Point Drive in Cedar Park (TX),8,(TX),Park,800 Arrow Point Drive in Cedar
101402,73627,A798501,1201 Cumberland Rd #A in Austin (TX),7,(TX),Austin,1201 Cumberland Rd #A in
101415,64825,A798520,2201 Willow Creek Road in Austin (TX),7,(TX),Austin,2201 Willow Creek Road in
101423,20902,A798527,183 And Lakeline in Austin (TX),6,(TX),Austin,183 And Lakeline in
101424,123050,A798530,6601 Plains Crest Drive in Travis (TX),7,(TX),Travis,6601 Plains Crest Drive in
101432,17944,A798539,1700 Ridgemont Drive in Austin (TX),6,(TX),Austin,1700 Ridgemont Drive in
101438,75166,A798544,1801 Mearns Meadow in Austin (TX),6,(TX),Austin,1801 Mearns Meadow in
101440,110428,A798546,51St And Airport in Austin (TX),6,(TX),Austin,51St And Airport in
101443,71545,A798556,11722 Schriber Rd in Austin (TX),6,(TX),Austin,11722 Schriber Rd in
101445,19582,A798558,11464 Bristle Oak Trl in Austin (TX),7,(TX),Austin,11464 Bristle Oak Trl in
101457,98506,A798571,5200 Burnet Rd in Austin (TX),6,(TX),Austin,5200 Burnet Rd in
101458,100471,A798572,4110 Guadalupe Street in Austin (TX),6,(TX),Austin,4110 Guadalupe Street in
101467,133536,A798591,5413 Peppertree Pkwy in Austin (TX),6,(TX),Austin,5413 Peppertree Pkwy in
101469,55037,A798597,1300 Smith Road in Austin (TX),6,(TX),Austin,1300 Smith Road in
101472,138176,A798607,2516 Dove Springs Drive in Austin (TX),7,(TX),Austin,2516 Dove Springs Drive in
101473,134295,A798614,9604 Bock Road in Travis (TX),6,(TX),Travis,9604 Bock Road in
101491,8411,A798632,8516 Fall Meadow Ln in Austin (TX),7,(TX),Austin,8516 Fall Meadow Ln in
101492,28545,A798634,9218 Balcones Club Drive in Austin (TX),7,(TX),Austin,9218 Balcones Club Drive in
101493,142736,A798635,201 East Oltorf in Austin (TX),6,(TX),Austin,201 East Oltorf in
101499,60575,A798643,4511 Airport Boulevard in Austin (TX),6,(TX),Austin,4511 Airport Boulevard in
101503,141696,A798647,5215 Wheless Lane in Austin (TX),6,(TX),Austin,5215 Wheless Lane in
101504,31201,A798648,9826 North Lane Creek Parkway in Austin (TX),8,(TX),Austin,9826 North Lane Creek Parkway in
101505,73753,A798649,24100 Pedernales in Travis (TX),5,(TX),Travis,24100 Pedernales in
101509,33104,A798659,6330 Highway 290 West in Austin (TX),7,(TX),Austin,6330 Highway 290 West in
101510,47548,A798660,2611 Bee Cave Road in Austin (TX),7,(TX),Austin,2611 Bee Cave Road in
101522,42847,A798680,1400 Meadowmear in Austin (TX),5,(TX),Austin,1400 Meadowmear in
101527,95428,A798687,4404 Secluded Hollow in Austin (TX),6,(TX),Austin,4404 Secluded Hollow in
101529,63772,A798689,706 West Ben White Boulevard in Austin (TX),8,(TX),Austin,706 West Ben White Boulevard in
101531,65359,A798691,3815 Caldwell Lane in Austin (TX),6,(TX),Austin,3815 Caldwell Lane in
101533,100666,A798693,13805 Ceylon Tea in Pflugerville (TX),6,(TX),Pflugerville,13805 Ceylon Tea in
101541,118906,A798701,508 E Howard Ln Apt485 in Austin (TX),8,(TX),Austin,508 E Howard Ln Apt485 in
101542,90840,A798703,5715 Palo Blanco in Austin (TX),6,(TX),Austin,5715 Palo Blanco in
101544,79887,A798707,8400 Furness Dr in Austin (TX),6,(TX),Austin,8400 Furness Dr in
101545,125571,A798709,6900 Riverside Drive in Austin (TX),6,(TX),Austin,6900 Riverside Drive in
101560,92275,A798725,701 Cardenas Ln in Austin (TX),6,(TX),Austin,701 Cardenas Ln in
101565,106256,A798736,6706 Fort Davis Cove in Austin (TX),7,(TX),Austin,6706 Fort Davis Cove in
101567,109984,A798740,8540 N Lamar in Austin (TX),6,(TX),Austin,8540 N Lamar in
101569,122284,A798742,2200 Montopolis Drive in Austin (TX),6,(TX),Austin,2200 Montopolis Drive in
101573,110434,A798750,700 North Ih 35 in Austin (TX),7,(TX),Austin,700 North Ih 35 in
101576,5018,A798753,27 Lost Meadow Trail in Village Ot Hill (TX),9,(TX),Hill,27 Lost Meadow Trail in Village Ot
101577,110835,A798755,6201 Kellam Road in Travis (TX),6,(TX),Travis,6201 Kellam Road in
101579,8863,A798759,2300 Scarborough Drive in Austin (TX),6,(TX),Austin,2300 Scarborough Drive in
101580,126605,A798760,4500 Manchaca Road in Austin (TX),6,(TX),Austin,4500 Manchaca Road in
101581,93407,A798761,2027 East Cesar Chavas Street in Austin (TX),8,(TX),Austin,2027 East Cesar Chavas Street in
101583,136136,A798766,13730 Fm 620 Rd in Austin (TX),7,(TX),Austin,13730 Fm 620 Rd in
101584,137605,A798767,5806 Encinal Cove in Austin (TX),6,(TX),Austin,5806 Encinal Cove in
101588,47110,A798771,506 Delmar Avenue in Austin (TX),6,(TX),Austin,506 Delmar Avenue in
101592,113851,A798776,3326 Paisano Trail in Austin (TX),6,(TX),Austin,3326 Paisano Trail in
101605,3402,A798789,9706 Hansford Drive in Austin (TX),6,(TX),Austin,9706 Hansford Drive in
101609,98327,A798794,1505 Holly Street in Austin (TX),6,(TX),Austin,1505 Holly Street in
101611,82662,A798799,14014 Thermal Dr in Travis (TX),6,(TX),Travis,14014 Thermal Dr in
101612,26302,A798807,12343 Hunters Chase Trl in Austin (TX),7,(TX),Austin,12343 Hunters Chase Trl in
101613,28601,A798808,7109 Tumbleweed Dr in Austin (TX),6,(TX),Austin,7109 Tumbleweed Dr in
101617,2770,A798817,7708 Ingrid Dr in Travis (TX),6,(TX),Travis,7708 Ingrid Dr in
101621,30604,A798821,3319 Harpers Ferry Lane in Austin (TX),7,(TX),Austin,3319 Harpers Ferry Lane in
101622,19588,A798822,1904 Quanah Parker Trail in Austin (TX),7,(TX),Austin,1904 Quanah Parker Trail in
101630,107803,A798828,13309 Prairie Sage Cove in Manor (TX),7,(TX),Manor,13309 Prairie Sage Cove in
101633,124000,A798831,7314 Bennett Avenue in Austin (TX),6,(TX),Austin,7314 Bennett Avenue in
101637,132531,A798835,7101 West Tx-71 in Austin (TX),6,(TX),Austin,7101 West Tx-71 in
101638,125783,A798836,2003 Man O War in Travis (TX),7,(TX),Travis,2003 Man O War in
101640,92029,A798838,131 Totvia  Drive in Bastrop (TX),7,(TX),Bastrop,131 Totvia Drive in
101647,50395,A798846,13301 Dearbonne Drive in Travis (TX),6,(TX),Travis,13301 Dearbonne Drive in
101653,83185,A798860,1415 Holly Street in Austin (TX),6,(TX),Austin,1415 Holly Street in
101655,125399,A798861,4911 Manchaca Road in Austin (TX),6,(TX),Austin,4911 Manchaca Road in
101658,62742,A798863,3303 Vintage Hill Cove in Austin (TX),7,(TX),Austin,3303 Vintage Hill Cove in
101662,40932,A798867,13001 Center Lake Drive in Austin (TX),7,(TX),Austin,13001 Center Lake Drive in
101663,57676,A798868,7204 Levander Loop in Austin (TX),6,(TX),Austin,7204 Levander Loop in
101664,102444,A798869,9207 Quail Wood Drive in Austin (TX),7,(TX),Austin,9207 Quail Wood Drive in
101683,124681,A798888,6020 Los Cielos Boulevard in Travis (TX),7,(TX),Travis,6020 Los Cielos Boulevard in
101685,30082,A798890,1127 Delano Street in Austin (TX),6,(TX),Austin,1127 Delano Street in
101691,37483,A798896,12206 Abernathy Street in Travis (TX),6,(TX),Travis,12206 Abernathy Street in
101693,23732,A798898,1101 Mahan Drive in Austin (TX),6,(TX),Austin,1101 Mahan Drive in
101694,85471,A798899,8505 Remington Lane in Austin (TX),6,(TX),Austin,8505 Remington Lane in
101696,143143,A798901,2525 Wells Branch Parkway in Austin (TX),7,(TX),Austin,2525 Wells Branch Parkway in
101700,17866,A798910,7604 Oak Hedge in Austin (TX),6,(TX),Austin,7604 Oak Hedge in
101702,107856,A798912,3201 Duval St in Austin (TX),6,(TX),Austin,3201 Duval St in
101705,68066,A798919,1190 Airport in Austin (TX),5,(TX),Austin,1190 Airport in
101706,97484,A798920,4710 Creek Bend Drive in Austin (TX),7,(TX),Austin,4710 Creek Bend Drive in
101713,134043,A798928,2409 Bending Trail in Austin (TX),6,(TX),Austin,2409 Bending Trail in
101721,13861,A798936,3300 Vintage Hills in Austin (TX),6,(TX),Austin,3300 Vintage Hills in
101723,17119,A798938,2111 Margalone Way in Austin (TX),6,(TX),Austin,2111 Margalone Way in
101724,15901,A798939,701 Theresa Avenue in Austin (TX),6,(TX),Austin,701 Theresa Avenue in
101728,124018,A798950,503 West Grady Drive in Austin (TX),7,(TX),Austin,503 West Grady Drive in
101733,24677,A798956,2612  Willow Street in Austin (TX),7,(TX),Austin,2612 Willow Street in
101735,96852,A798962,14001 Dewberry Drive in Pflugerville (TX),6,(TX),Pflugerville,14001 Dewberry Drive in
101740,60942,A798968,2100 Parker Lane in Austin (TX),6,(TX),Austin,2100 Parker Lane in
101741,6654,A798970,12900 Fireside Chat Street in Manor (TX),7,(TX),Manor,12900 Fireside Chat Street in
101745,67778,A798981,124 Stoneridge Gap Lane in Manor (TX),7,(TX),Manor,124 Stoneridge Gap Lane in
101746,45071,A798982,6108 Langham Street in Austin (TX),6,(TX),Austin,6108 Langham Street in
101750,105796,A798986,109 Masterson Pass in Austin (TX),6,(TX),Austin,109 Masterson Pass in
101754,8739,A798990,8656 Spicewood Springs Road in Austin (TX),7,(TX),Austin,8656 Spicewood Springs Road in
101755,4662,A798991,300 Ferguson Drive in Austin (TX),6,(TX),Austin,300 Ferguson Drive in
101759,20633,A799009,18010 Blake Manor Road in Travis (TX),7,(TX),Travis,18010 Blake Manor Road in
101762,86654,A799012,3714 Bluestein Drive in Austin (TX),6,(TX),Austin,3714 Bluestein Drive in
101765,22973,A799015,7Th Street And Comal in Austin (TX),7,(TX),Austin,7Th Street And Comal in
101767,125070,A799017,14619 Graef Road in Creedmoor (TX),6,(TX),Creedmoor,14619 Graef Road in
101769,131590,A799022,8666 Spicewood Springs Road in Austin (TX),7,(TX),Austin,8666 Spicewood Springs Road in
101771,326,A799024,4508 Norwood Ln in Austin (TX),6,(TX),Austin,4508 Norwood Ln in
101780,139522,A799032,2908 Ellon Road in Travis (TX),6,(TX),Travis,2908 Ellon Road in
101782,117790,A799038,2525 Anderson in Austin (TX),5,(TX),Austin,2525 Anderson in
101783,11052,A799039,2009 Wayward Sun in Austin (TX),6,(TX),Austin,2009 Wayward Sun in
101785,142793,A799042,2617 Corabella in Cedar Park (TX),6,(TX),Park,2617 Corabella in Cedar
101790,137872,A799050,7100 North Interstate 35 Service Road in Austin (TX),9,(TX),Austin,7100 North Interstate 35 Service Road in
101792,13663,A799052,2134 Pleasant Valley Rd in Austin (TX),7,(TX),Austin,2134 Pleasant Valley Rd in
101794,89207,A799059,4301 Grand Avenue Parkway in Austin (TX),7,(TX),Austin,4301 Grand Avenue Parkway in
101798,25101,A799063,4418 Diane Drive in Austin (TX),6,(TX),Austin,4418 Diane Drive in
101800,45970,A799065,9014 Shepherd Dr in Austin (TX),6,(TX),Austin,9014 Shepherd Dr in
101802,125049,A799069,2600 West Braker in Austin (TX),6,(TX),Austin,2600 West Braker in
101803,32993,A799077,7204 Dungarees Way in Travis (TX),6,(TX),Travis,7204 Dungarees Way in
101806,70386,A799081,1210 Deloney in Austin (TX),5,(TX),Austin,1210 Deloney in
101808,42399,A799084,6300 Bob Wentz Park in Travis (TX),7,(TX),Travis,6300 Bob Wentz Park in
101812,22934,A799088,12427 Tech Ridge in Austin (TX),6,(TX),Austin,12427 Tech Ridge in
101814,138472,A799091,1000 Springdale Road in Austin (TX),6,(TX),Austin,1000 Springdale Road in
101820,16700,A799098,6310 Del Monte in Austin (TX),6,(TX),Austin,6310 Del Monte in
101836,68870,A799114,20708 Adobe in Travis (TX),5,(TX),Travis,20708 Adobe in
101838,106870,A799116,10908 Crown Colony Drive in Austin (TX),7,(TX),Austin,10908 Crown Colony Drive in
101839,12591,A799117,15209 Valerian Drive in Pflugerville (TX),6,(TX),Pflugerville,15209 Valerian Drive in
101840,45427,A799118,14602 Varrelman in Austin (TX),5,(TX),Austin,14602 Varrelman in
101854,79303,A799132,6Th And Robert L Martinez in Austin (TX),8,(TX),Austin,6Th And Robert L Martinez in
101855,128551,A799133,4904 Edge Creek in Austin (TX),6,(TX),Austin,4904 Edge Creek in
101856,101541,A799134,4413 South 3Rd Street in Austin (TX),7,(TX),Austin,4413 South 3Rd Street in
101865,94509,A799144,10401 Research Boulevard in Austin (TX),6,(TX),Austin,10401 Research Boulevard in
101866,28208,A799145,8039 Bark K Ranch Road in Travis (TX),8,(TX),Travis,8039 Bark K Ranch Road in
101867,104944,A799146,620 Denson Drive in Austin (TX),6,(TX),Austin,620 Denson Drive in
101875,12821,A799158,9Th Street  And San Jancinto Boulevard in Austin (TX),10,(TX),Austin,9Th Street And San Jancinto Boulevard in
101878,90031,A799161,9Th Street And San Jancinto Boulevard in Austin (TX),9,(TX),Austin,9Th Street And San Jancinto Boulevard in
101884,84745,A799167,12915 Brita Olson Road in Travis (TX),7,(TX),Travis,12915 Brita Olson Road in
101885,68044,A799169,189 Jacobson Road in Travis (TX),6,(TX),Travis,189 Jacobson Road in
101890,88672,A799179,2215 Town Lake in Austin (TX),6,(TX),Austin,2215 Town Lake in
101891,44704,A799180,6900 Blessing Avenue And Camino La Costa in Austin (TX),10,(TX),Austin,6900 Blessing Avenue And Camino La Costa in
101897,13558,A799199,1610 San Antonio Street in Austin (TX),7,(TX),Austin,1610 San Antonio Street in
101898,124764,A799201,6311 Burlesun Road in Austin (TX),6,(TX),Austin,6311 Burlesun Road in
101899,56297,A799205,1002 Lott Ave in Austin (TX),6,(TX),Austin,1002 Lott Ave in
101902,120088,A799209,10515 Mopac in Austin (TX),5,(TX),Austin,10515 Mopac in
101904,79944,A799213,1100 Summit in Austin (TX),5,(TX),Austin,1100 Summit in
101905,61635,A799215,910 Duncan in Austin (TX),5,(TX),Austin,910 Duncan in
101910,61567,A799224,51St And St Johns in Austin (TX),7,(TX),Austin,51St And St Johns in
101913,127551,A799225,12013 Hiway 290 West in Austin (TX),7,(TX),Austin,12013 Hiway 290 West in
101916,61625,A799228,9108 Edmundsbury Drive in Austin (TX),6,(TX),Austin,9108 Edmundsbury Drive in
101917,37495,A799229,13007 Rampart Street in Austin (TX),6,(TX),Austin,13007 Rampart Street in
101918,81436,A799230,1119 Mission Ridge in Austin (TX),6,(TX),Austin,1119 Mission Ridge in
101925,132587,A799236,5015 South Interstate 35 in Austin (TX),7,(TX),Austin,5015 South Interstate 35 in
101957,21456,A799268,2108 Monarch Drive in Austin (TX),6,(TX),Austin,2108 Monarch Drive in
101961,93279,A799272,1303 Fairbanks Drive in Austin (TX),6,(TX),Austin,1303 Fairbanks Drive in
101962,91176,A799273,7817 Imogene Drive in Travis (TX),6,(TX),Travis,7817 Imogene Drive in
101969,20332,A799281,10702 Faryl Cove Side B in Austin (TX),8,(TX),Austin,10702 Faryl Cove Side B in
101980,110926,A799291,4820 Canyonbend Circle in Austin (TX),6,(TX),Austin,4820 Canyonbend Circle in
101988,133126,A799298,12315  Dessau Road in Austin (TX),7,(TX),Austin,12315 Dessau Road in
101989,93829,A799300,9608 Crown Ridge in Austin (TX),6,(TX),Austin,9608 Crown Ridge in
101991,36619,A799304,7510 Wildcat Pass in Austin (TX),6,(TX),Austin,7510 Wildcat Pass in
101993,21182,A799309,1305 Walnut Ave in Austin (TX),6,(TX),Austin,1305 Walnut Ave in
102001,100186,A799320,502 Harway Ct in Austin (TX),6,(TX),Austin,502 Harway Ct in
102005,118695,A799325,7213 Inspiration Drive in Austin (TX),6,(TX),Austin,7213 Inspiration Drive in
102007,103760,A799327,40Th Street in Austin (TX),5,(TX),Austin,40Th Street in
102008,60796,A799331,1907 Joy Ln in Austin (TX),6,(TX),Austin,1907 Joy Ln in
102013,58986,A799339,805 West 10Th Street in Austin (TX),7,(TX),Austin,805 West 10Th Street in
102014,27138,A799340,9005 Bill Hickcock Pass in Austin (TX),7,(TX),Austin,9005 Bill Hickcock Pass in
102019,140311,A799346,11629 Old Lockhart Hwy in Creedmoor (TX),7,(TX),Creedmoor,11629 Old Lockhart Hwy in
102020,22795,A799348,2500 E Martin Luther King Jr Blvd in Austin (TX),10,(TX),Austin,2500 E Martin Luther King Jr Blvd in
102021,37623,A799349,1731 Hillcrest Lane in Austin (TX),6,(TX),Austin,1731 Hillcrest Lane in
102023,138495,A799353,2308 East Riverside Drive in Austin (TX),7,(TX),Austin,2308 East Riverside Drive in
102025,107388,A799358,14620 Plover Place in Travis (TX),6,(TX),Travis,14620 Plover Place in
102031,25024,A799364,15613 Decker Lane in Austin (TX),6,(TX),Austin,15613 Decker Lane in
102036,35934,A799372,4702 Quicksilver Blvd in Austin (TX),6,(TX),Austin,4702 Quicksilver Blvd in
102038,94663,A799376,1222 Fort Branch Blvd in Austin (TX),7,(TX),Austin,1222 Fort Branch Blvd in
102049,81162,A799386,4424 Silverstone Drive in Austin (TX),6,(TX),Austin,4424 Silverstone Drive in
102050,56635,A799388,5204 Feller Cove in Travis (TX),6,(TX),Travis,5204 Feller Cove in
102052,10697,A799390,1071 Clayton Street in Austin (TX),6,(TX),Austin,1071 Clayton Street in
102064,30696,A799403,24404 Cottonwood Drive in Austin (TX),6,(TX),Austin,24404 Cottonwood Drive in
102070,133447,A799415,1818 Travis Heights Boulevard in Austin (TX),7,(TX),Austin,1818 Travis Heights Boulevard in
102078,76232,A799426,4415 Tello Path in Austin (TX),6,(TX),Austin,4415 Tello Path in
102082,105968,A799431,6712 Us Highway 183 in Austin (TX),7,(TX),Austin,6712 Us Highway 183 in
102089,83525,A799440,1319 Mckie Cv in Austin (TX),6,(TX),Austin,1319 Mckie Cv in
102090,31304,A799442,690 Point North Drive in Austin (TX),7,(TX),Austin,690 Point North Drive in
102091,32374,A799443,5202 Nuckols Crossing Road in Austin (TX),7,(TX),Austin,5202 Nuckols Crossing Road in
102102,107164,A799455,7001 South Congress Boulevard in Austin (TX),7,(TX),Austin,7001 South Congress Boulevard in
102104,24616,A799457,4612 Lyons Rd in Austin (TX),6,(TX),Austin,4612 Lyons Rd in
102108,42454,A799459,8809 Verona Trl in Austin (TX),6,(TX),Austin,8809 Verona Trl in
102110,26271,A799462,1401 East Rundburg in Austin (TX),6,(TX),Austin,1401 East Rundburg in
102114,117767,A799469,3154 East Highway 71 in Travis (TX),7,(TX),Travis,3154 East Highway 71 in
102115,1387,A799470,13409 Ring Drive in Manor (TX),6,(TX),Manor,13409 Ring Drive in
102116,22078,A799471,4901 Dry Oak Trail in Austin (TX),7,(TX),Austin,4901 Dry Oak Trail in
102117,84632,A799472,2000 South Intestate 35 in Round Rock (TX),8,(TX),Rock,2000 South Intestate 35 in Round
102118,5335,A799474,4505 Aristocrat Dirve in Austin (TX),6,(TX),Austin,4505 Aristocrat Dirve in
102121,57926,A799491,1801 East Wells Branch Parkway in Pflugerville (TX),8,(TX),Pflugerville,1801 East Wells Branch Parkway in
102122,31670,A799492,4312 Dudley Drive in Austin (TX),6,(TX),Austin,4312 Dudley Drive in
102125,74381,A799498,10105 Chukar Circle in Austin (TX),6,(TX),Austin,10105 Chukar Circle in
102128,25936,A799503,6701 Santos Unit A in Austin (TX),7,(TX),Austin,6701 Santos Unit A in
102131,114786,A799507,201 Sweet Leaf Ln in Travis (TX),7,(TX),Travis,201 Sweet Leaf Ln in
102133,32414,A799512,14601 Us Highway 290 in Manor (TX),7,(TX),Manor,14601 Us Highway 290 in
102136,31016,A799515,1000 Guadalupe in Austin (TX),5,(TX),Austin,1000 Guadalupe in
102162,114080,A799544,2311 Wirtz Avenue in Austin (TX),6,(TX),Austin,2311 Wirtz Avenue in
102168,41779,A799551,8300 North Interstate Highway 35 in Austin (TX),8,(TX),Austin,8300 North Interstate Highway 35 in
102170,17415,A799553,3205 Mossrock Dr in Austin (TX),6,(TX),Austin,3205 Mossrock Dr in
102173,124028,A799570,500 Sheraton in Austin (TX),5,(TX),Austin,500 Sheraton in
102179,94508,A799577,11205 Randy Road in Austin (TX),6,(TX),Austin,11205 Randy Road in
102182,50775,A799580,1016 South Meadow Drive in Austin (TX),7,(TX),Austin,1016 South Meadow Drive in
102184,88783,A799582,4005 Burch Drive in Travis (TX),6,(TX),Travis,4005 Burch Drive in
